Original Tweet Index,Actual Value,Predicted Value
662762,0,0.0038936918
312625,0,0.017200677
185506,0,0.032550775
533882,0,0.004601831
186316,0,0.026092893
541291,0,0.058563713
440708,0,0.023004435
284034,0,0.38114232
359878,0,6.791097e-05
735561,0,0.48277134
364980,0,4.2334374e-05
626061,0,0.015858382
369481,0,0.030165209
96716,0,0.0041038757
179397,0,0.0017050446
536158,0,0.002856388
207532,0,0.630379
716132,0,0.5498199
648783,0,0.62923646
593507,0,0.0027333004
616332,0,0.53019166
784083,0,0.50878334
604596,0,0.0076337047
512882,0,0.04006568
653234,0,0.011767119
37968,0,0.006636054
71998,0,0.017610721
488654,0,0.037096377
317131,0,0.23762739
343513,0,0.019439286
638503,0,0.43624902
361136,0,0.008569964
101157,0,0.034505226
144204,0,0.018255431
417682,0,0.07442823
18224,0,0.36688983
433733,0,0.40186
105048,0,0.0125480695
729533,0,0.014329672
11914,0,0.016026752
739772,0,0.025813114
716296,0,0.012601604
621413,0,0.012256728
28646,0,0.012657985
426482,0,0.012944516
745627,0,0.5609132
5212,0,0.52811134
659043,0,0.0051626693
207336,0,0.58966863
575004,0,0.015821556
137838,0,0.002395295
585158,0,0.0012215539
597933,0,0.009602338
699238,0,0.013708821
366527,0,0.5397802
650889,0,0.04379324
790935,0,0.00910528
45054,0,0.4597317
343401,0,0.62841135
758488,0,0.017185988
498469,0,0.45541406
127088,0,0.037702024
519813,0,0.5263448
324520,0,0.009236527
744255,0,0.00023540111
550228,0,0.011179874
395003,0,0.05027996
423121,0,0.0119118765
604186,0,0.017221017
567947,0,0.0017167137
340689,0,0.031024342
64917,0,0.018351097
571713,0,0.6356317
151386,0,0.0085905045
435201,0,0.5397802
619213,0,0.4067318
788531,0,0.48750353
419692,0,0.00088328036
560093,0,0.002871998
746248,0,0.00577193
567328,0,0.24741481
597995,0,0.00425939
144152,0,0.01950359
33468,0,0.012839296
138054,0,0.0031628786
559557,0,0.0061434046
220921,0,0.60065687
534880,0,0.02334022
295804,0,0.0015491002
383408,0,0.40887105
757445,0,0.54879546
368118,0,0.0008554358
331017,0,0.01006878
351570,0,0.0029575436
548023,0,0.0013676675
661848,0,0.648244
60927,0,0.0014396169
61902,0,0.0202524
177876,0,0.00907539
112280,0,0.024535196
372154,0,0.019293504
353843,0,0.6732309
239677,0,0.005720749
231434,0,0.008554875
136865,0,0.6125727
613792,0,0.023530118
56133,0,0.0019406278
305878,0,0.46838552
451406,0,0.0049362965
627697,0,0.15844354
118321,0,0.046863984
688995,0,0.019893967
380368,0,0.021658227
758228,0,0.019063454
423201,0,0.6035188
643031,0,0.0031145562
557957,0,0.2144995
658874,0,0.017666783
412674,0,0.0020462777
289430,0,0.04303406
335270,0,0.04342861
369874,0,0.510831
319862,0,0.013543023
43010,0,0.02037059
168691,0,0.017394166
723895,0,0.6760187
178228,0,0.044737995
182405,0,0.029361717
676091,0,0.46516097
292698,0,0.0044188327
173331,0,0.052050456
317851,0,0.008051154
442193,0,0.007776414
270490,0,0.010393085
415404,0,0.17420726
325193,0,0.06068071
327574,0,0.018522797
748457,0,0.510831
736748,0,0.0030784658
70351,0,0.022016333
6202,0,0.006992997
53389,0,0.5267679
608960,0,0.01910335
224940,0,0.0311688
393574,0,0.017035209
744196,0,0.532063
614957,0,0.1137311
84780,0,0.033795156
715777,0,0.009019703
723494,0,0.58155847
112815,0,0.019348845
579750,0,0.0013121595
741078,0,0.01170346
180975,0,0.020057749
73115,0,0.4950477
662682,0,0.25136703
284109,0,0.3715419
448441,0,0.14783823
200645,0,0.0028107495
615415,0,0.5481417
281463,0,0.021307966
104240,0,0.0134567
165062,0,0.7315812
524954,0,0.5565571
176621,0,0.48681724
317350,0,0.5057349
661487,0,0.005518895
404779,0,0.027131569
557672,0,0.37943035
741416,0,0.72785217
106427,0,0.47530794
676911,0,0.0009552653
443670,0,0.47813702
765108,0,0.033148214
88052,0,0.079484105
470172,0,0.055870667
567244,0,0.008209135
42396,0,0.8103789
510887,0,0.23608023
650583,0,0.58590925
612240,0,0.53019166
559950,0,0.014897444
542703,0,0.61076474
303890,0,0.041817594
792544,0,0.54879546
323124,0,0.5777885
559620,0,0.5267679
518719,0,0.52129316
368871,0,0.0084013315
309598,0,0.0044836206
706909,0,0.0042073494
500672,0,0.018607909
324774,0,0.004974535
105120,0,0.032937057
367165,0,0.6036023
158716,0,0.0034963414
690024,0,0.03101965
327507,0,0.0003384149
299878,0,0.010207263
358233,0,0.023024091
767806,0,0.03421201
796288,0,0.0057412945
710956,0,0.54879546
734493,0,0.6440024
418432,0,0.010291221
47176,0,0.0011335962
570117,0,0.031894483
127633,0,0.0075946255
758033,0,0.56257796
743738,0,0.029071108
555678,0,0.009199868
453913,0,0.12069224
519953,0,0.006858432
109279,0,0.0063944543
322216,0,0.038091518
585077,0,0.008186055
542568,0,0.012289009
701495,0,0.008606324
138239,0,0.008363776
736494,0,0.0043717613
337235,0,0.013315362
163118,0,0.0050979555
738361,0,0.52011645
630702,0,0.47007954
293404,0,0.004922784
101168,0,0.020044472
11474,0,0.02833616
620566,0,0.003411195
181424,0,0.018514374
226942,0,0.4921615
152931,0,0.50610733
40225,0,0.011294897
377445,0,0.0013640742
783267,0,0.021556549
170009,0,0.0008602809
341759,0,0.017655242
363800,0,0.0038316026
685944,0,0.44381434
262605,0,0.018184377
748316,0,0.010036674
525668,0,0.002496755
346150,0,0.19058086
103781,0,0.5599655
123401,0,0.015244971
449535,0,0.46104628
380110,0,0.43355376
196963,0,0.015684634
174598,0,0.010170602
470716,0,0.4997124
468301,0,0.011034399
219841,0,0.0005129796
338661,0,0.028652284
165877,0,0.33451512
39535,0,0.11919163
719874,0,0.03118808
679914,0,0.55739856
194864,0,0.042636905
136667,0,0.021064522
469795,0,0.010016022
539446,0,0.60153544
627554,0,0.020288287
118174,0,0.005142265
121142,0,0.020178232
104958,0,0.11214353
70029,0,0.40735888
735911,0,0.08123488
732570,0,0.6111706
30102,0,0.018073918
325033,0,0.040203776
549005,0,0.52360284
173385,0,0.38708633
626078,0,0.015247915
364926,0,0.61235297
563870,0,0.07155888
377936,0,0.090751395
704052,0,0.5989601
181708,0,0.009974547
443050,0,0.010407208
612893,0,0.5916342
152233,0,0.0013679783
527727,0,0.53019166
182446,0,0.015235592
4234,0,0.35186824
787499,0,0.17568013
6544,0,0.014249494
707627,0,0.004545037
636749,0,0.4460163
242391,0,0.47813702
284595,0,0.00096737535
128496,0,0.003986911
668831,0,0.0065134643
774119,0,0.07377008
44271,0,0.005400728
692386,0,0.035531893
243934,0,0.004856854
493927,0,0.036890037
403917,0,0.532063
360351,0,0.20458165
127978,0,0.08697056
470309,0,0.010624117
50188,0,0.016335143
202512,0,0.0036206131
56466,0,0.532063
486688,0,0.4991558
520814,0,0.10717818
560812,0,0.37304726
621929,0,0.025786437
408261,0,0.1823953
439963,0,0.5481417
737044,0,0.007777545
705336,0,0.0059447894
3257,0,0.62216973
469734,0,0.27184147
334289,0,0.48681724
267203,0,0.018528707
618000,0,0.046517227
566530,0,0.532063
182828,0,0.020153722
624590,0,0.020303572
549294,0,0.5872178
38635,0,0.034710754
308377,0,0.68780446
7313,0,0.105023324
141354,0,0.01932066
431488,0,0.023053125
720682,0,0.4944803
293852,0,0.61076474
438867,0,0.0070448397
352435,0,0.666629
36647,0,0.04179574
751948,0,0.0017755926
84907,0,0.007198955
289595,0,0.4597317
624546,0,0.012828665
281427,0,0.5655377
581566,0,0.45001656
632781,0,0.0058865286
530805,0,0.56267184
605281,0,0.54388815
245612,0,0.015562084
6390,0,0.2932806
594167,0,0.028072488
378721,0,0.032131113
488331,0,0.009827541
566013,0,0.013607439
203108,0,0.026958942
626404,0,0.0028467227
58978,0,0.004822679
147126,0,0.5603981
249798,0,0.0010164779
587037,0,0.55389977
4147,0,0.013469397
634836,0,0.71648324
138201,0,0.06099415
464314,0,0.61952
798103,0,0.4111799
298498,0,0.38016838
157984,0,0.040928278
766831,0,0.013265263
352309,0,0.0013412932
754082,0,0.0399207
67330,0,0.0033326703
442261,0,0.0020720842
757852,0,0.3937072
544798,0,0.0039122966
17367,0,0.010284574
660969,0,0.004815071
11796,0,0.018615117
336314,0,0.010361052
330758,0,0.54879546
700992,0,0.013115707
81347,0,0.35157743
651484,0,0.11260557
397412,0,0.019832868
413908,0,0.019555619
38402,0,0.001229414
549446,0,0.003081419
250372,0,0.0011857783
84695,0,0.028178746
640493,0,0.015185078
785398,0,0.019053003
481302,0,0.0010486
94973,0,0.20381472
309935,0,0.25639978
619554,0,0.006428483
552921,0,0.51935095
680742,0,0.04792886
679383,0,0.010621948
765239,0,0.2008137
109389,0,0.48681724
749115,0,0.023991045
525556,0,0.61076474
192671,0,0.022174912
737308,0,0.5267679
408726,0,0.045405928
582221,0,0.026092628
585484,0,0.0138025675
715999,0,0.48681724
342529,0,0.0050744405
384916,0,0.012857136
452057,0,0.51819515
57589,0,0.55456614
439370,0,0.61952
708310,0,0.0024062814
108528,0,0.104011126
614971,0,0.01966408
524357,0,0.014696368
96407,0,0.0018150414
155575,0,0.007021942
189031,0,0.5510603
101226,0,0.011004126
667227,0,0.58966863
491667,0,0.003620962
249980,0,0.0003471396
613439,0,0.17346276
461179,0,0.0010772942
757010,0,0.0050508417
436194,0,0.013047419
279998,0,0.69870234
653651,0,0.02688426
530683,0,0.031850237
204541,0,0.045707624
143054,0,0.013085313
507565,0,0.54879546
470652,0,0.5267679
719730,0,0.006589411
688684,0,0.007654663
542677,0,0.53689945
184887,0,0.0063207173
211302,0,0.011776358
747888,0,0.55110455
527914,0,0.021919612
38646,0,0.01567757
354897,0,0.0029356622
580113,0,0.58966863
535429,0,0.6262723
769946,0,0.01536613
399886,0,0.0068430374
794902,0,0.013706733
434450,0,0.010567752
612601,0,0.12497829
26948,0,0.0037107894
386259,0,0.55800736
666434,0,0.010935153
402630,0,0.6035188
366587,0,0.3389069
334815,0,0.55679584
392292,0,0.5155655
303896,0,0.086061314
398492,0,0.0118359765
516685,0,0.04103281
368421,0,0.00041883613
89763,0,0.008441987
625026,0,0.6179849
233952,0,0.515842
420280,0,0.027330095
509996,0,0.05421863
167183,0,0.008671688
363494,0,0.11974314
758300,0,0.5727165
336230,0,0.018477798
655181,0,0.060106203
12862,0,0.43712446
719366,0,0.61076474
471080,0,0.015734242
186704,0,0.22058634
657128,0,0.52651095
312542,0,0.5154654
429592,0,0.6446111
603529,0,0.41212142
497752,0,0.42774472
502249,0,0.030230027
426955,0,0.3381266
548796,0,0.6035188
198804,0,0.39592043
81056,0,0.0108976
694643,0,0.54142064
233309,0,0.002004899
766534,0,0.61560434
651787,0,0.010302478
269768,0,0.23958924
128644,0,0.011856848
201135,0,0.0018737136
790601,0,0.005570291
699055,0,0.21982598
383999,0,0.056907233
197275,0,0.0011040501
4420,0,0.023248358
558932,0,0.022423465
632767,0,0.014524678
662886,0,0.4830715
731870,0,0.11017592
331724,0,0.007865801
729403,0,0.030407505
382414,0,0.61076474
615771,0,0.0031976025
123975,0,0.8888972
475258,0,0.06512574
105348,0,0.024167223
666119,0,0.005913966
121448,0,0.00086648285
662469,0,0.015912067
553092,0,0.0027264275
72532,0,0.4929396
493229,0,0.045752358
474587,0,0.05061634
214929,0,0.5248484
331158,0,0.51819515
357352,0,0.00081283075
555530,0,0.020892212
215356,0,0.591254
280687,0,0.61076474
22117,0,0.53556037
202267,0,0.026147582
328344,0,0.00076865556
693510,0,0.023391325
477770,0,0.0115625085
150701,0,0.0066526723
333676,0,0.0035462382
218369,0,0.032683656
637016,0,0.01748839
512691,0,0.6164839
21013,0,0.53019166
474176,0,0.003688256
700338,0,0.00790838
503814,0,0.027036998
58210,0,0.044650763
743291,0,0.02012443
315802,0,0.0057785725
212577,0,0.59028685
38580,0,0.0082198195
765556,0,0.015818572
180505,0,0.38418245
708191,0,0.5197586
390890,0,0.026676102
673428,0,0.1902006
340335,0,0.020443663
122299,0,0.48681724
668441,0,0.12072371
217515,0,0.00031413083
472478,0,0.025271276
428900,0,0.008859052
18881,0,0.56040037
698991,0,0.6035188
99591,0,0.0036365716
66817,0,0.0022280274
71345,0,0.16921356
134520,0,0.8727685
496029,0,0.00045766725
568541,0,0.61952
691845,0,0.6889901
370966,0,0.008401643
559908,0,0.58966863
179071,0,0.25467438
140768,0,0.04114076
344561,0,0.0012750359
473775,0,0.4626569
136624,0,0.007917448
565419,0,0.023397293
779230,0,0.3574249
212971,0,0.02650529
629800,0,0.006513387
315332,0,0.5391486
439461,0,0.0050993
233982,0,0.043968014
791459,0,0.030505968
283678,0,0.014564765
40306,0,0.04181121
513381,0,0.0182391
690481,0,0.6378874
576443,0,0.47688797
412564,0,0.52652305
25255,0,0.009532182
226785,0,0.004435385
602871,0,0.2792443
562097,0,0.027673636
683358,0,0.09001
312952,0,0.021145914
764454,0,0.6261439
153162,0,0.74829423
134543,0,0.025515048
534023,0,0.019586362
641935,0,0.0035306383
608536,0,0.014164858
690241,0,0.33491632
257436,0,0.009746389
63297,0,0.5777885
414449,0,0.013886094
260581,0,0.0018900571
247402,0,0.6516837
221569,0,0.017058985
295943,0,0.0016451088
758306,0,0.016189348
52431,0,0.0043616905
8277,0,0.51935095
100409,0,0.00040128056
124019,0,0.41982728
236767,0,0.5263448
785138,0,0.532063
713711,0,0.0028009412
299134,0,0.013247146
387767,0,0.6432141
344361,0,0.019932682
124921,0,0.0026865695
307615,0,0.014150349
595579,0,0.045536578
727696,0,0.34234902
598762,0,0.004239304
115075,0,0.0060933623
262009,0,0.027388448
84120,0,0.019315565
717948,0,0.008020307
620952,0,0.5573764
536997,0,0.002586798
429603,0,0.01398801
482358,0,0.06724781
533775,0,0.093670584
101920,0,0.4329096
577160,0,0.0033156343
242943,0,0.44829002
422980,0,0.0002037763
790788,0,0.0106355455
782741,0,0.623284
418173,0,0.00977615
750987,0,0.5411329
786578,0,0.62841135
531414,0,0.58966863
48906,0,0.5481417
444751,0,0.01773564
347584,0,0.52551895
44921,0,0.034022663
339883,0,0.004194722
662609,0,0.06595604
756197,0,0.03549673
353633,0,0.5593043
348035,0,0.019786611
398915,0,0.0028817072
83732,0,0.0044567054
300136,0,0.0072232783
702673,0,0.0055853403
269408,0,0.001402119
342716,0,0.3779162
162647,0,0.012604214
567666,0,0.011689489
578316,0,0.009340977
474181,0,0.041380707
367241,0,0.0044281017
281617,0,0.013932543
679103,0,0.008850092
664235,0,0.017647289
188994,0,0.24667765
591570,0,0.5481417
415737,0,0.0072602206
22953,0,0.03128617
331752,0,0.00039116511
312725,0,0.68291265
758434,0,0.01814148
115479,0,0.005811136
388500,0,0.6594513
327921,0,0.8848442
497148,0,0.021463715
634863,0,0.660224
571643,0,0.010258683
309056,0,0.02501207
