predicted,actual
Epochs: 500
1.213442,1
0.0,0
1.213442,1
3.7800379,4
0.0,0
0.0,0
6.962947,7
2.7526727,3
4.9781537,5
2.944183,3
7.7296596,8
9.072665,9
1.213442,1
2.9639893,3
2.9473467,3
1.213442,1
2.0859852,2
0.0,0
6.7390876,7
5.2523656,5
7.9204535,8
6.0875535,6
1.9269722,2
0.0,0
2.1879323,2
3.2332807,3
5.5826616,6
8.8949795,9
8.430033,9
6.3532357,7
7.8734584,8
8.552656,9
3.6978946,4
8.476002,9
1.8065982,2
1.213442,1
2.8499885,3
1.213442,1
1.213442,1
3.5238929,4
8.717866,9
1.213442,1
3.087057,4
3.9597454,4
1.9491055,2
5.705352,6
3.1540875,3
6.56261,7
6.387719,7
3.9104962,4
6.436095,7
5.044554,5
1.213442,1
8.122849,9
0.0,0
1.9120138,2
1.9280679,2
2.9036403,3
8.696504,9
1.213442,1
1.213442,1
1.213442,1
4.9898076,5
0.0,0
5.6590257,6
3.1028306,3
4.0501757,4
7.5826955,8
1.213442,1
0.0,0
2.5505438,3
8.259224,9
5.469593,6
2.0603125,2
5.8192835,6
3.757773,4
6.6059537,7
1.213442,1
4.1825395,4
1.213442,1
4.9676685,5
4.0642076,4
8.16013,8
8.628041,9
1.736089,2
8.130663,9
8.323142,9
7.2905483,8
8.607453,9
6.114358,6
2.7667542,3
5.6426926,6
3.932005,4
5.330687,6
1.899507,2
8.359687,9
1.213442,1
2.0546067,2
0.0,0
4.9287767,5
8.305868,9
2.0535238,2
6.552493,7
6.895966,7
2.233261,2
7.780197,8
7.260944,8
4.764593,5
0.0,0
6.2507615,6
0.0,0
0.0,0
2.322785,2
8.446826,9
0.0,0
3.9519615,4
6.7441983,7
6.67104,7
1.213442,1
4.5855727,5
6.618442,7
8.724913,9
3.658368,4
5.6401477,6
1.213442,1
4.982699,5
6.6986337,7
5.6685214,6
4.720173,5
0.0,0
3.933599,4
7.4010916,8
6.7286296,7
6.1247935,6
1.213442,1
7.603281,8
6.764155,7
2.5755363,3
6.6624823,7
3.1987147,3
1.213442,1
0.0,0
2.5202005,3
3.8514786,4
5.0245047,5
3.6059394,4
0.0,0
4.6805406,5
4.1565623,4
0.0,0
2.951965,3
4.905918,5
1.213442,1
0.0,0
7.494618,8
2.7963681,3
6.992693,7
0.0,0
8.460864,9
5.920644,6
5.661233,6
8.630978,9
5.262611,5
4.1275187,4
5.9600835,6
8.627976,9
2.6116014,3
4.323749,5
3.9233117,4
1.676211,2
3.6747108,4
7.9445434,8
6.166948,7
6.932994,7
4.853816,5
7.4951797,8
7.111169,8
7.391427,8
2.006242,2
5.882797,6
9.001957,9
2.9765868,3
1.213442,1
0.0,0
3.904018,4
1.213442,1
4.755405,5
8.7123165,9
0.0,0
5.773401,6
1.7491103,2
1.213442,1
3.0387192,3
0.0,0
5.8344283,6
0.0,0
0.0,0
8.0185995,8
2.9473372,3
1.9416842,2
0.0,0
0.0,0
5.6699233,6
0.0,0
0.0,0
4.2594614,4
6.2757897,7
2.1766376,2
6.494611,7
1.213442,1
8.238924,9
8.688839,9
2.4214208,3
8.269678,9
7.334268,8
3.8405042,4
5.5720906,6
5.6870375,6
4.148433,5
3.0980744,3
7.4091067,8
1.213442,1
7.84788,8
6.9049487,7
1.213442,1
2.9828591,3
6.7452884,7
5.956207,6
2.5623512,3
5.7766623,6
2.5433664,3
6.3095965,6
2.7460558,3
1.3273216,2
3.2612114,3
1.9016272,2
1.7888889,2
6.756287,7
8.216221,9
2.0541496,2
2.4078116,3
1.6737046,2
6.5218925,7
4.7534575,5
4.599498,5
7.286932,8
7.742896,8
1.8549529,2
0.0,0
1.213442,1
3.526538,4
0.0,0
5.735146,6
2.7921872,3
6.390647,7
1.213442,1
1.213442,1
1.213442,1
3.6532493,4
6.593901,7
0.0,0
1.9947604,2
8.218276,9
1.9603262,2
0.0,0
4.7342377,5
5.677703,6
0.0,0
7.2446094,8
8.448771,9
5.810567,6
1.4089197,2
0.0,0
0.0,0
6.701903,7
1.7362591,2
0.0,0
3.6276426,4
1.9706223,2
0.0,0
8.7745,9
1.213442,1
5.709048,6
8.44205,9
3.1570005,3
0.0,0
0.0,0
2.1854453,2
0.0,0
5.8695025,6
7.6065974,8
3.9190526,4
0.0,0
6.6014166,7
1.7459259,2
1.213442,1
8.247092,9
