predicted,actual
Epochs: 700
0.9789257,1
0.0,0
0.9552238,1
4.00888,4
0.0,0
0.0,0
7.015747,7
3.0000622,3
5.0669336,5
3.0000622,3
7.998518,8
9.1032295,9
0.990304,1
3.0000622,3
3.0000622,3
0.9769325,1
1.9165642,2
0.0,0
7.017889,7
7.985387,5
8.048034,8
5.9887667,6
1.9399955,2
0.0,0
1.9101014,2
3.0000622,3
5.9901066,6
9.068018,9
9.074165,9
7.0202875,7
8.0276575,8
9.10596,9
4.00888,4
8.855107,9
1.9357847,2
0.9822531,1
3.0000622,3
0.9714532,1
0.9715605,1
4.00888,4
9.035288,9
0.9449296,1
4.00888,4
4.00888,4
1.8347056,2
5.9886284,6
3.0000622,3
7.021063,7
7.022399,7
4.00888,4
6.9978104,7
5.09657,5
0.9529288,1
9.129516,9
0.0,0
1.92097,2
1.865079,2
3.0000622,3
9.069658,9
0.98303413,1
1.009486,1
0.97740316,1
5.054839,5
0.0,0
5.9904857,6
3.0000622,3
4.00888,4
8.009179,8
0.9773836,1
0.0,0
3.0000622,3
9.074094,9
5.9886837,6
1.8131512,2
5.9851418,6
4.00888,4
6.980817,7
0.9793141,1
4.00888,4
0.9661567,1
5.085182,5
4.00888,4
8.041273,8
9.059299,9
1.8789359,2
8.943928,9
9.055957,9
7.9882593,8
9.045765,9
5.9876027,6
3.0000622,3
5.9894547,6
4.00888,4
5.9873104,6
1.852854,2
9.028846,9
0.96463776,1
1.8256795,2
0.0,0
5.101845,5
9.060229,9
1.8189378,2
7.022461,7
7.022398,7
2.1379848,2
7.9945507,8
8.018412,8
5.055976,5
0.0,0
5.9913125,6
0.0,0
0.0,0
1.8930693,2
9.070098,9
0.0,0
4.00888,4
7.0136604,7
7.014021,7
0.9711268,1
5.067972,5
7.0222874,7
9.062757,9
4.00888,4
5.987137,6
0.96488285,1
4.00888,5
7.009082,7
5.9863405,6
5.3372536,5
0.0,0
4.00888,4
8.112893,8
6.993284,7
5.9846573,6
0.97390604,1
7.940236,8
7.020549,7
3.0000622,3
7.0065956,7
3.0000622,3
0.95874,1
0.0,0
3.0000622,3
4.00888,4
5.050793,5
4.00888,4
0.0,0
5.058258,5
4.00888,4
0.0,0
3.0000622,3
5.121516,5
0.9695692,1
0.0,0
8.005387,8
3.0000622,3
7.0201426,7
0.0,0
8.941869,9
5.990038,6
5.98982,6
9.0585785,9
5.0974984,5
4.00888,4
5.985196,6
9.001054,9
3.0000622,3
5.04405,5
4.0088816,4
1.8821406,2
4.00888,4
8.005147,8
7.0128546,7
7.02001,7
5.035581,5
7.9940233,8
8.009289,8
8.074686,8
1.8813106,2
5.9827304,6
9.05658,9
3.0000622,3
0.9796541,1
0.0,0
4.00888,4
0.959641,1
5.065486,5
8.888406,9
0.0,0
5.987707,6
1.9694786,2
0.9783566,1
3.0000622,3
0.0,0
2.085085,6
0.0,0
0.0,0
8.001178,8
3.0000622,3
1.8814511,2
0.0,0
0.0,0
5.9903126,6
0.0,0
0.0,0
4.00888,4
7.01056,7
1.8196559,2
7.006054,7
0.9705739,1
9.030335,9
9.074637,9
3.0000622,3
9.038225,9
8.013714,8
4.00888,4
5.750019,6
5.979789,6
5.010502,5
3.0000622,3
8.005728,8
0.9781792,1
8.000846,8
7.0227003,7
0.9728782,1
3.0000622,3
7.0185575,7
5.98948,6
3.0000622,3
5.9895926,6
3.0000622,3
5.987094,6
3.0000622,3
1.9308232,2
3.0000622,3
1.9094627,2
1.8467231,2
6.954359,7
9.103726,9
1.7722974,2
3.379389,3
1.8686417,2
7.011526,7
5.0442314,5
5.0474567,5
8.026256,8
8.019604,8
1.8964043,2
1.9095652,0
0.9584799,1
4.00888,4
0.0,0
5.9865913,6
3.0000622,3
6.8259573,7
0.9793463,1
0.984288,1
0.9796388,1
4.00888,4
7.017967,7
0.0,0
1.8683819,2
9.021425,9
1.9486843,2
0.0,0
5.078269,5
5.9928713,6
0.0,0
7.6192007,8
9.054116,9
5.9911556,6
1.7815211,2
0.0,0
0.0,0
7.0070286,7
1.8931699,2
0.0,0
4.00888,4
1.9351132,2
0.0,0
9.057707,9
0.9857199,1
5.98767,6
9.060235,9
3.0000622,3
0.0,0
0.0,0
1.9287636,2
0.0,0
5.985965,6
8.003738,8
4.00888,4
0.0,0
7.009511,7
1.960076,2
0.98742867,1
9.051994,9
5.071313,5
1.9014509,2
4.00888,4
8.024647,8
5.072048,5
1.8746179,2
9.062385,9
7.006934,7
8.898248,9
1.8196046,2
7.562598,9
7.0222416,7
4.00888,4
9.1463585,9
3.0000622,3
1.9237401,2
6.917677,7
3.0000622,3
5.9909472,6
3.0000622,3
5.9875736,6
8.040426,8
7.9795265,8
3.0000622,3
7.0221815,7
0.0,0
9.100687,9
1.8885942,2
7.0062847,7
9.024985,9
0.0,0
5.0301857,5
4.00888,4
5.5558157,5
8.028657,8
4.00888,4
3.0000622,3
3.0000622,3
0.9672768,1
7.012645,7
8.014018,8
9.075764,9
7.0101986,7
5.985634,6
1.8924775,2
0.97473764,1
7.0127,7
0.0,0
5.0474873,5
5.9873896,6
3.0000622,5
2.1110678,2
8.960176,9
5.0856905,5
4.00888,4
5.9879365,6
1.9944699,2
1.8676497,2
1.8694524,2
8.937637,9
0.0,0
7.106986,7
7.0098352,7
2.2057781,2
1.8693937,2
5.9863243,6
3.0000622,3
4.00888,4
1.8828808,2
0.0,0
5.0471516,5
9.082844,9
5.849823,6
1.9133477,2
0.97030187,1
9.058117,9
0.0,0
5.985734,6
0.0,0
4.00888,4
7.987211,8
4.00888,4
3.0000622,3
0.96694994,1
5.0644326,5
4.00888,4
1.786524,2
9.023606,9
5.0572476,5
6.985026,7
3.0000622,3
0.97434044,1
5.040598,5
4.00888,4
5.064904,5
3.0000622,3
7.0184145,7
3.0000622,3
7.9985447,8
5.9916325,6
1.896099,2
4.00888,4
5.9934096,6
0.9692042,1
0.97507477,1
4.00888,4
0.0,0
0.0,0
5.081586,5
8.015787,8
5.986538,6
6.791669,7
4.00888,4
1.7676117,2
8.045882,8
0.0,0
1.950624,2
5.0787177,5
4.00888,4
8.026542,8
3.0000622,3
0.0,0
5.838867,6
4.00888,4
8.021198,8
5.9881134,6
4.00888,4
0.9554329,1
8.012958,8
0.96176744,1
5.04093,5
4.00888,4
8.933798,9
4.00888,4
3.0000622,3
1.9143744,2
0.0,0
5.2689824,5
0.0,0
7.0051737,7
9.053887,9
1.8609157,2
8.926091,9
7.9764347,8
9.04047,9
5.9882965,6
5.0427065,5
1.9207983,2
4.00888,4
4.00888,4
5.991515,6
4.00888,4
8.016131,8
4.00888,4
0.9635036,1
7.0063076,7
5.039008,5
8.022855,8
9.089448,9
5.0610085,5
9.085888,9
3.0000622,3
2.0518188,2
5.0622864,5
8.03515,8
1.8317361,2
1.8857714,2
7.015276,7
1.780832,2
8.011818,8
4.00888,4
1.0016718,1
9.098585,9
2.5571294,3
5.990343,6
0.0,0
1.8149791,2
1.9163464,2
9.075186,9
0.9657428,1
1.7306778,2
7.0065117,7
1.8502698,2
0.96587753,1
3.0000622,3
4.00888,4
9.104096,9
0.9648521,1
8.034713,8
0.0,0
1.8554218,2
1.9346901,2
3.0000622,3
4.00888,4
0.9866636,1
3.0000622,3
7.013756,7
4.00888,4
0.9793403,1
4.00888,4
0.9600651,1
5.057293,5
8.996784,9
5.9941063,6
9.119475,9
0.0,0
5.0581045,5
7.0060577,7
5.987667,6
8.057206,8
1.8431071,2
0.0,0
7.014312,7
