predicted,actual
Epochs: 500
1.3049953,1
0.0,0
1.3049953,1
1.3049953,4
0.0,0
0.0,0
7.309518,7
3.029346,3
5.2501,5
2.9057152,3
8.175367,8
9.379,9
1.3049953,1
3.0281065,3
3.32934,3
1.3049953,1
1.9633738,2
0.0,0
6.8354015,7
5.200783,5
7.9134455,8
6.352023,6
1.855482,2
0.0,0
1.756013,2
3.2561467,3
6.178999,6
9.375007,9
9.900469,9
7.2936783,7
8.427576,8
9.569432,9
4.6125517,4
9.215006,9
2.1308932,2
1.3049953,1
2.9387496,3
1.3049953,1
1.3049953,1
4.11674,4
9.377493,9
1.3049953,1
4.2285748,4
4.5106015,4
1.9151385,2
6.4742146,6
2.9943419,3
7.6834126,7
6.7339745,7
4.2989273,4
7.323743,7
4.922361,5
1.3049953,1
9.51962,9
0.0,0
2.0848007,2
2.1493697,2
3.151562,3
9.423594,9
1.3049953,1
1.3049953,1
1.3049953,1
5.169331,5
0.0,0
6.6281576,6
2.8725858,3
4.0028977,4
8.71887,8
1.3049953,1
0.0,0
2.7217495,3
9.370916,9
6.3834343,6
1.8684082,2
6.387538,6
4.3719788,4
7.0386915,7
1.3049953,1
4.222072,4
1.3049953,1
5.0611305,5
3.9414303,4
8.61154,8
9.362917,9
1.8993213,2
9.736582,9
9.471854,9
8.797398,8
9.022938,9
6.6069393,6
3.483043,3
5.863579,6
4.1576805,4
6.190833,6
2.1179605,2
9.647937,9
1.3049953,1
1.9586587,2
0.0,0
5.5340023,5
9.608628,9
1.8720247,2
7.1331587,7
7.516138,7
1.3049953,2
8.501727,8
7.871519,8
5.4016695,5
0.0,0
6.311079,6
0.0,0
0.0,0
2.1199727,2
10.376269,9
0.0,0
4.6458974,4
6.932563,7
7.8088875,7
1.3049953,1
5.4333353,5
7.069278,7
9.131598,9
4.396582,4
6.420171,6
1.3049953,1
5.0406113,5
7.6652,7
6.389846,6
5.325861,5
0.0,0
4.5679474,4
8.779206,8
7.0117083,7
6.3904953,6
1.3049953,1
8.228675,8
7.1342506,7
2.9956121,3
7.0631065,7
3.0179784,3
1.3049953,1
0.0,0
2.7532203,3
4.0008364,4
5.0813046,5
4.3668776,4
0.0,0
5.694749,5
4.161604,4
0.0,0
3.6385946,3
4.8420725,5
1.3049953,1
0.0,0
8.6418,8
3.0184278,3
7.496187,7
0.0,0
9.6513605,9
6.4108143,6
5.9446135,6
9.345247,9
5.049403,5
4.136443,4
6.9128942,6
9.462527,9
2.8284802,3
5.448285,5
4.8180485,4
1.9846716,2
4.120222,4
8.847922,8
7.0631247,7
6.807927,7
5.4165735,5
8.461714,8
8.632437,8
9.00845,8
2.0428014,2
5.425252,6
9.360484,9
1.3049953,3
1.3049953,1
0.0,0
4.2034426,4
1.3049953,1
4.8058305,5
9.902524,9
0.0,0
6.507387,6
2.391792,2
1.3049953,1
3.1188374,3
0.0,0
5.961396,6
0.0,0
0.0,0
8.30431,8
2.997887,3
2.0338776,2
0.0,0
0.0,0
6.194889,6
0.0,0
0.0,0
4.0194674,4
7.1954794,7
1.652668,2
6.901511,7
1.3049953,1
8.84056,9
9.28546,9
3.1085649,3
9.246915,9
8.518478,8
4.3265285,4
6.388876,6
5.8685465,6
5.2646093,5
2.84655,3
8.325734,8
1.3049953,1
8.855492,8
7.07397,7
1.3049953,1
3.123963,3
7.4911366,7
6.139203,6
3.0546994,3
6.2929554,6
3.009184,3
6.439829,6
2.8326035,3
2.2055807,2
2.7855496,3
1.3049953,2
1.3049953,2
7.40394,7
9.265923,9
1.8627722,2
2.458725,3
2.0149765,2
5.8305597,7
4.8775377,5
5.2156725,5
7.6972504,8
8.1350975,8
1.9184406,2
0.0,0
1.3049953,1
4.067271,4
0.0,0
5.840534,6
2.9859571,3
7.014786,7
1.3049953,1
1.3049953,1
1.3049953,1
4.4696574,4
7.5239754,7
0.0,0
1.7571135,2
9.299269,9
2.1516776,2
0.0,0
5.0770254,5
6.4315996,6
0.0,0
8.150143,8
9.582287,9
6.3808584,6
1.8106091,2
0.0,0
0.0,0
7.735944,7
1.3049953,2
0.0,0
4.386137,4
1.3049953,2
0.0,0
9.166973,9
1.3049953,1
6.398363,6
9.013297,9
3.0099516,3
0.0,0
0.0,0
1.7946692,2
0.0,0
6.5023565,6
8.384284,8
4.791361,4
0.0,0
7.2934256,7
2.060244,2
1.3049953,1
9.512957,9
