predicted,actual
Epochs: 700
0.99841154,1
0.0,0
0.9951227,1
4.027793,4
0.0,0
0.0,0
6.978654,7
2.9952922,3
4.9825172,5
2.9802752,3
7.990855,8
8.980405,9
0.99935305,1
2.9912267,3
2.9696703,3
0.99730945,1
1.9967109,2
0.0,0
6.9805965,7
4.993977,5
7.990881,8
5.995546,6
1.9693595,2
0.0,0
1.9738417,2
2.9915571,3
5.984074,6
8.978343,9
8.987638,9
6.9823213,7
7.9850903,8
8.988395,9
3.974473,4
8.987139,9
2.0090861,2
1.0048099,1
2.9877992,3
0.9978216,1
1.0006177,1
4.004141,4
8.992478,9
1.0021791,1
4.005373,4
3.9628835,4
1.9991778,2
6.0027914,6
2.9724202,3
6.9605308,7
6.9634924,7
3.9844398,4
6.9500704,7
4.96888,5
0.9987538,1
8.987529,9
0.0,0
2.002223,2
1.9855188,2
2.9874034,3
8.997648,9
0.98914695,1
1.0184416,1
0.991578,1
4.9984107,5
0.0,0
5.9673796,6
2.9944572,3
3.986651,4
7.9961042,8
0.99424934,1
0.0,0
2.9694815,3
8.98328,9
6.0160313,6
1.9943244,2
5.994414,6
4.005618,4
6.9615993,7
1.0001245,1
4.005789,4
0.9903631,1
4.998147,5
4.001437,4
7.9741755,8
8.988145,9
1.9886822,2
8.929913,9
8.98832,9
7.9962745,8
8.992038,9
5.9823813,6
2.9862294,3
6.0013866,6
3.9906178,4
6.0065436,6
2.006191,2
8.996442,9
0.99021715,1
1.9874554,2
0.0,0
4.9643745,5
9.009013,9
1.9831319,2
6.9627395,7
6.9671044,7
1.9870836,2
7.99578,8
8.003047,8
4.9780836,5
0.0,0
5.975787,6
0.0,0
0.0,0
1.9887567,2
8.985173,9
0.0,0
3.994956,4
6.9557157,7
6.9639273,7
1.0003104,1
4.9773626,5
6.976701,7
8.991942,9
3.9881806,4
5.9836097,6
0.98457885,1
5.620304,5
6.964886,7
5.995292,6
4.9862337,5
0.0,0
3.998176,4
7.93937,8
6.9729867,7
6.0016623,6
0.9947586,1
7.9837985,8
6.968154,7
2.9874039,3
6.961438,7
2.9808908,3
1.006753,1
0.0,0
2.9958405,3
3.9754972,4
4.9748535,5
3.9801402,4
0.0,0
4.9737954,5
3.999508,4
0.0,0
2.9846249,3
4.9746656,5
0.9970242,1
0.0,0
7.985767,8
2.999115,3
6.9700933,7
0.0,0
8.995132,9
5.9710703,6
5.974398,6
8.97122,9
4.980936,5
3.9946012,4
5.986726,6
9.00509,9
2.9929318,3
4.982847,5
4.0151997,4
1.9868587,2
3.997182,4
7.985306,8
6.9718385,7
6.966226,7
4.9650774,5
7.9897223,8
7.993704,8
7.9866114,8
2.0487208,2
6.0484524,6
8.99602,9
2.9956865,3
1.005058,1
0.0,0
4.0049415,4
1.0024043,1
5.0053067,5
9.001097,9
0.0,0
5.9846444,6
1.989891,2
1.0600048,1
2.9829464,3
0.0,0
5.97847,6
0.0,0
0.0,0
7.9856033,8
2.9689417,3
1.9918242,2
0.0,0
0.0,0
5.975788,6
0.0,0
0.0,0
3.9875722,4
6.9709992,7
2.0016227,2
6.9697,7
1.0018207,1
8.988057,9
8.983446,9
2.9930077,3
8.985414,9
7.985903,8
3.9874935,4
5.999636,6
6.0458193,6
4.978877,5
3.0095787,3
7.9825835,8
0.9893141,1
8.003029,8
6.9742875,7
0.9983963,1
2.9680681,3
6.956664,7
5.999073,6
2.987249,3
5.9746075,6
2.9885292,3
5.943275,6
2.9966135,3
2.01452,2
2.982779,3
1.9837137,2
1.9836234,2
6.957141,7
8.989454,9
1.9958669,2
2.992498,3
1.9928325,2
6.964786,7
4.984987,5
4.982336,5
7.994537,8
7.99958,8
1.9941677,2
0.0,0
0.99826384,1
3.979546,4
0.0,0
5.9879265,6
2.983212,3
6.958524,7
0.9970286,1
0.99584836,1
0.99378234,1
3.9886532,4
6.9608984,7
0.0,0
1.9804436,2
8.968548,9
1.9837302,2
0.0,0
4.9816933,5
5.9707575,6
0.0,0
7.992489,8
8.983709,9
5.979912,6
1.9878732,2
0.0,0
0.0,0
6.962575,7
1.9866112,2
0.0,0
4.0057836,4
1.9965919,2
0.0,0
8.991595,9
1.0104394,1
5.976147,6
8.986908,9
2.9792767,3
0.0,0
0.0,0
1.9827375,2
0.0,0
6.0019293,6
7.9874096,8
3.9685445,4
0.0,0
6.957825,7
1.9812665,2
1.0000138,1
8.983146,9
4.9880605,5
1.9870605,2
4.0031624,4
7.9747305,8
4.98379,5
1.98602,2
8.9843445,9
6.9691014,7
9.018627,9
1.9972031,2
9.01082,9
6.973597,7
3.9813862,4
8.986749,9
2.9727702,3
1.9835762,2
6.972425,7
2.9974623,3
5.9671783,6
2.9791937,3
5.9915934,6
7.9950466,8
7.984989,8
2.9848762,3
6.962255,7
0.0,0
9.005749,9
1.9790184,2
6.9619107,7
9.007433,9
0.0,0
4.9819374,5
3.9790077,4
4.9930997,5
7.992567,8
3.985415,4
2.9942698,3
2.9867811,3
1.0003394,1
6.9705415,7
7.9826717,8
8.981077,9
6.9705625,7
6.0047674,6
1.9935558,2
0.9982938,1
6.9607043,7
0.0,0
4.9804907,5
5.9810324,6
4.975937,5
2.0642667,2
8.959506,9
4.991189,5
4.026258,4
6.0047817,6
1.9820994,2
1.9877874,2
1.984631,2
8.989136,9
0.0,0
6.9593854,7
6.9668064,7
1.9999142,2
1.9916667,2
5.989755,6
2.9898243,3
3.9815145,4
1.998237,2
0.0,0
4.979074,5
8.98993,9
6.0006137,6
1.9936343,2
1.0080398,1
8.988611,9
0.0,0
5.9754434,6
0.0,0
4.0105615,4
7.9777594,8
3.9970117,4
2.9796896,3
1.0010277,1
4.9944153,5
3.9637194,4
1.9772097,2
8.991688,9
4.987327,5
6.965325,7
2.9684296,3
1.0001466,1
4.9819665,5
3.9857926,4
4.974306,5
2.9812303,3
6.962865,7
3.0113282,3
7.994294,8
5.9803514,6
1.9906827,2
3.995554,4
5.962895,6
1.0033937,1
1.0082691,1
4.004018,4
0.0,0
0.0,0
4.9606423,5
7.992408,8
5.978671,6
6.978003,7
3.996149,4
1.9924217,2
7.992374,8
0.0,0
1.9777223,2
4.9689565,5
4.0045247,4
7.9848366,8
2.9957538,3
0.0,0
5.9959188,6
4.0086894,4
7.9904695,8
5.966195,6
3.9667397,4
1.0128145,1
7.98973,8
0.9933477,1
4.983576,5
4.002467,4
8.982761,9
3.9849143,4
2.985303,3
1.9834903,2
0.0,0
4.9727683,5
0.0,0
6.9740005,7
8.9866,9
2.0055962,2
8.991232,9
7.9913826,8
8.989712,9
5.9957933,6
4.9259024,5
1.9826554,2
4.0274205,4
3.959231,4
5.9803534,6
4.013312,4
7.9733443,8
3.9797797,4
1.0000348,1
6.969886,7
5.020918,5
7.995213,8
9.025304,9
4.984749,5
8.983945,9
2.9894905,3
2.0135021,2
4.928874,5
7.9883747,8
1.9642205,2
1.980785,2
6.9594884,7
1.9764718,2
8.00252,8
4.0150065,4
0.9784583,1
8.979386,9
2.9865308,3
5.981789,6
0.0,0
1.9803433,2
2.006865,2
8.984217,9
0.99713767,1
2.0044012,2
6.9824276,7
1.9878174,2
1.000809,1
3.0006027,3
3.9945645,4
8.985382,9
0.99907017,1
7.9923053,8
0.0,0
1.9903814,2
2.0186954,2
3.0249867,3
4.0057855,4
0.9932844,1
2.989304,3
6.971022,7
3.9958835,4
0.990482,1
4.004411,4
0.994594,1
4.997511,5
8.993438,9
5.9938536,6
9.007299,9
0.0,0
4.9835563,5
6.962072,7
5.9757214,6
8.012003,8
1.9850136,2
0.0,0
6.971113,7
2.9711185,3
4.9856954,5
7.9729676,8
1.9915501,2
7.9919114,8
1.9959624,2
4.102602,4
8.007389,8
5.033754,5
7.9911623,8
8.974647,9
6.9704947,7
0.9990082,1
2.0049891,2
3.9912472,4
4.989717,5
4.9882765,5
1.003311,1
7.997789,8
1.0063945,1
3.9843664,4
3.958685,4
5.989083,6
5.020834,5
7.9868674,8
8.987061,9
2.018989,2
3.0440907,3
0.0,0
4.9789896,5
0.9863472,1
3.985571,4
0.0,0
4.988714,5
0.99033123,1
1.9788107,2
8.987623,9
1.9827324,2
3.9871917,4
1.009238,1
5.979941,6
8.001098,8
0.0,0
4.0038342,4
8.989098,9
0.0,0
0.0,0
4.9783773,5
9.0091,9
1.9797968,2
2.9798284,3
4.991443,5
8.985545,9
4.0057034,4
4.0032067,4
2.9637675,3
9.00396,9
1.9989837,2
2.990868,3
4.98316,5
5.982721,6
4.9820857,5
1.9984472,2
6.970441,7
1.9849619,2
3.987081,4
1.9954141,2
3.9517794,4
6.9655495,7
1.9790248,2
4.9932866,5
2.9772024,3
7.1012807,7
5.967505,6
1.0027032,1
0.0,0
6.9741035,7
4.982668,5
4.0036755,4
4.9861655,5
1.0073284,1
5.9798827,6
8.982111,9
6.9679937,7
0.9923384,1
6.007549,6
2.9898262,3
3.002623,3
1.0030617,1
2.0025039,2
1.9896439,2
0.0,0
4.9768076,5
0.0,0
5.980268,6
7.98544,8
2.9722471,3
5.9741287,6
6.9346757,7
6.9597507,7
3.0105157,3
7.99654,8
0.9976324,1
6.966578,7
8.98352,9
2.9750109,3
8.9856615,9
1.9900643,2
8.003618,8
2.9743743,3
6.962387,7
4.005713,4
1.011082,1
1.9811465,2
2.9952364,3
5.973514,6
4.9842396,5
0.0,0
0.9916928,1
7.969554,8
5.9958653,6
8.9919815,9
1.991572,2
0.9957894,1
5.975355,6
0.0,0
1.9701358,2
7.9725018,8
0.0,0
7.984322,8
7.973798,8
8.985434,9
0.9935573,1
1.9977418,2
2.0425646,2
1.0019255,1
4.0014205,4
7.9935284,8
1.0130227,1
3.9877896,4
4.0114455,4
4.9782033,5
1.003732,1
7.9930725,8
6.9674206,7
6.981634,7
8.988024,9
6.9613123,7
0.0,0
5.971752,6
8.986757,9
3.9748154,4
4.986363,5
5.9775968,6
1.9959583,2
4.9857283,5
6.9720597,7
3.9996076,4
6.885344,7
1.998979,2
2.9889922,3
0.0,0
7.9767222,8
4.005146,4
7.9847126,8
0.0,0
0.0,0
8.991247,9
6.9611025,7
6.054193,7
8.999765,9
7.9921865,8
1.9792086,2
1.0010738,1
5.990681,6
5.011696,5
4.978196,5
0.98873144,1
1.00387,1
8.974286,9
6.73233,7
6.959697,7
7.987219,8
5.9816833,6
3.9908295,4
6.962188,7
4.983405,5
2.981557,3
0.9960381,1
5.983127,6
3.976161,4
4.994935,5
6.9623504,7
3.9914908,4
0.99077827,1
7.975476,8
2.9814558,3
5.01098,5
0.9962388,1
6.978618,7
1.0024579,1
1.0047134,1
7.9952755,8
5.981232,6
4.0016932,4
2.9773803,3
7.9967303,8
2.976647,3
0.99889386,1
1.9947942,2
8.104378,8
8.990081,9
0.0,0
8.993835,9
1.1566933,1
1.9865959,2
2.9950986,3
2.9958005,3
0.0,0
2.9819326,3
0.0,0
1.9872416,2
0.0,0
2.9685154,3
2.9849682,3
7.9918313,8
2.9717183,3
4.9850836,5
6.9668727,7
0.0,0
4.991462,5
8.986963,9
0.0,0
4.9670386,5
8.975713,9
0.9973459,1
4.9758735,5
1.002957,1
0.98783374,1
1.9787953,2
5.9721427,6
4.979922,5
4.9825478,5
4.0038967,4
4.976405,5
0.9905609,1
5.9774556,6
0.0,0
1.977933,2
1.9841071,2
7.995988,8
0.0,0
6.9709115,7
1.0039545,1
0.0,0
7.993495,8
4.996162,5
6.0084033,6
2.985855,3
1.977718,2
8.997551,9
4.0054045,4
2.9873142,3
5.9904585,6
0.0,0
3.0079627,3
4.0204897,4
1.00086,1
5.019051,5
9.015457,9
2.987606,3
0.0,0
4.9876423,5
0.0,0
6.000115,6
1.9788636,2
6.9598756,7
5.9773555,6
5.989198,6
6.0059133,6
8.996329,9
5.9879155,6
6.9693937,7
7.9794517,8
1.994114,2
0.0,0
5.9816847,6
0.0,0
8.003606,8
8.751003,9
4.9848905,5
2.9876766,3
5.992264,6
6.9799204,7
3.9841561,4
2.9745598,3
8.986946,9
6.965385,7
1.9701238,2
0.0,0
3.9918337,4
6.970451,7
2.0630136,2
1.985337,2
7.99524,8
2.0091043,2
6.9681597,7
0.0,0
4.0045643,4
0.0,0
4.9817014,5
1.9952692,2
7.9946995,8
6.9722934,7
6.9627795,7
9.023375,9
1.0004694,1
3.9965744,4
0.0,0
1.0054024,1
0.99268675,1
2.0032465,2
2.9867287,3
5.9659176,6
1.980918,2
0.0,0
5.969598,6
5.966376,6
0.99624836,1
8.984312,9
4.002894,4
4.9785967,5
1.9722596,2
6.9620967,7
6.967719,7
7.97089,8
8.983866,9
4.983034,5
7.9612417,8
2.9614,3
8.0014105,8
5.001241,5
5.9817724,6
2.0063753,2
0.0,0
8.978492,9
6.976009,7
0.9869164,1
7.995,8
2.125093,2
5.986523,6
8.99523,9
7.9866576,8
4.004109,4
8.99736,9
3.9956627,4
0.9936602,1
2.9921298,3
7.993517,8
4.0046825,4
0.0,0
6.966496,7
6.96248,7
3.005289,3
6.969312,7
5.9881296,6
5.9726324,6
7.9852037,8
7.9933376,8
1.9780022,2
6.9616137,7
0.0,0
3.9999166,4
2.9829307,3
6.9754395,7
7.0007544,7
0.0,0
7.9953156,8
4.0056014,4
6.9632044,7
4.0057983,4
0.0,0
5.9915423,6
8.9864235,9
7.9705615,8
5.985953,6
0.0,0
0.0,1
5.9774537,6
4.0364203,4
4.9757752,5
1.9850539,2
6.9662356,7
2.979185,3
5.976487,6
1.9871682,2
1.9927565,2
8.990715,9
1.9852177,2
6.9619718,7
4.0031734,4
8.001162,8
6.9677196,7
2.006796,2
8.97744,9
4.992537,5
2.9983878,3
3.9960718,4
7.9963727,8
0.0,0
3.9879951,4
3.967197,4
6.0357566,6
4.989876,5
5.966032,6
0.99682635,1
1.9771289,2
1.9794446,2
7.974759,8
4.0052996,4
4.9795837,5
6.970273,7
7.9769616,8
0.0,0
5.9600167,6
7.982684,8
8.9863825,9
0.9936633,1
6.9567647,7
6.9584465,7
2.0074372,2
5.987637,6
2.9991717,3
8.921328,9
8.984562,9
0.999612,1
0.0,0
3.9901743,4
1.9827671,2
4.98384,5
4.004532,4
4.0004134,4
8.985147,9
2.0004182,2
5.983392,6
6.9175816,7
1.9932956,2
7.9951105,8
3.0106077,3
2.9918213,3
2.039496,2
6.96237,7
0.0,0
4.005729,4
6.960374,7
0.0,0
6.96384,7
6.9696636,7
8.000706,8
1.0074344,1
6.960962,7
2.9951668,3
6.971924,7
7.9909887,8
0.0,0
1.0014039,1
0.0,0
1.9818872,2
8.988431,9
6.9719057,7
5.9863453,6
1.9883027,2
2.0231361,2
5.990878,6
8.98689,9
0.0,0
5.971031,6
7.985775,8
7.985146,8
8.97686,9
5.980363,6
2.9677,3
4.9797935,5
0.0,0
1.9844183,2
1.9764885,2
4.979772,5
8.987591,9
5.9774337,6
3.98978,4
1.0001147,1
4.96362,5
0.998443,1
6.9600945,7
4.0028725,4
8.001427,8
9.007745,9
4.9929047,5
6.962231,7
3.9994578,4
6.983552,7
1.9848996,2
1.9825348,2
0.9933841,1
3.9905553,4
7.936064,8
7.982831,8
5.9714212,6
2.0162172,2
2.0632493,2
2.017375,2
5.9711533,6
6.9633183,7
7.9989514,8
1.0031322,1
7.9957333,8
8.003042,8
1.0124476,1
8.992181,9
0.0,0
6.9795732,7
8.98322,9
5.9822664,6
5.9761295,6
7.991153,8
1.9809799,2
2.9762278,3
4.979881,5
3.9816475,4
4.984182,5
4.0014772,4
1.0064149,1
2.9834661,3
6.9622154,7
1.0054185,1
4.9564896,5
0.0,0
0.0,0
7.9963064,8
4.9749203,5
3.0096688,3
6.963086,7
5.9701467,6
8.01104,8
1.9826583,2
7.9878163,8
3.9874487,4
1.9820784,2
2.9739819,3
5.968846,6
1.9856917,2
7.975864,8
6.968415,7
1.9786114,2
4.0051503,4
6.9688306,7
2.9884758,3
4.0056257,4
4.005542,4
4.9922476,5
4.001901,4
7.9711986,8
2.9742794,3
1.0073484,1
4.9923706,5
0.9995629,1
0.0,0
1.9943951,2
1.9831793,2
2.0005116,2
8.981134,9
5.053731,5
8.960891,9
5.994924,6
6.010208,6
8.980694,9
3.9818316,4
0.99912333,1
6.969403,7
2.0018263,2
1.9791402,2
0.0,0
6.981014,7
0.0,0
5.982173,6
7.9953313,8
0.0,0
4.9730864,5
6.968325,7
4.0057964,4
6.954817,7
8.983116,9
2.9862242,3
1.9955789,2
4.990562,5
6.9580936,7
1.0015149,1
8.92415,9
8.98822,9
8.994525,9
8.987662,9
4.005479,4
4.9682674,5
4.9672904,5
6.956097,7
5.9656205,6
1.9844817,2
5.981249,6
2.9868054,3
0.99936986,1
7.988231,8
4.992679,5
2.9834294,3
2.9941192,3
4.104698,4
6.9771914,7
3.049909,3
1.9818045,2
9.026381,9
