predicted,actual
Epochs: 600
0.9943043,1
0.0,0
0.9570997,1
3.837191,4
0.0,0
0.0,0
6.968297,7
2.9391809,3
4.9434686,5
2.937844,3
7.9216747,8
9.073258,9
1.0202533,1
2.938642,3
2.9384925,3
1.012155,1
2.0224159,2
0.0,0
6.9711237,7
4.9434686,5
7.9581776,8
6.005579,6
2.0224159,2
0.0,0
2.0224159,2
2.9384437,3
6.0099206,6
9.014007,9
9.030268,9
6.9917974,7
7.969265,8
9.252097,9
3.9909592,4
8.996335,9
2.0224159,2
0.9745511,1
2.9381459,3
0.99369454,1
0.9946151,1
3.991963,4
9.0690365,9
0.9440571,1
3.9929059,4
4.4255877,4
2.0224159,2
5.9888425,6
4.8150706,3
6.9620132,7
6.9750767,7
4.0119185,4
6.946205,7
4.9434686,5
0.97245955,1
9.055543,9
0.0,0
2.0224159,2
2.0224159,2
2.937306,3
9.026506,9
0.9895345,1
1.0182555,1
1.0509251,1
4.9434686,5
0.0,0
5.963724,6
2.9386733,3
3.9936526,4
8.520496,8
0.9830756,1
0.0,0
2.9384084,3
8.936188,9
5.9907427,6
2.935724,2
5.987129,6
3.9870603,4
6.9546986,7
1.0108346,1
3.9941404,4
1.0370593,1
4.9434686,5
3.988396,4
7.99424,8
9.137743,9
2.0224159,2
8.396111,9
9.0107355,9
7.9784327,8
9.180444,9
6.0073094,6
2.9392874,3
5.963541,6
3.848927,4
5.9579988,6
2.0224159,2
6.975953,9
0.9608917,1
2.0224159,2
0.0,0
4.9434686,5
9.161852,9
2.0224159,2
6.9395895,7
6.948244,7
2.0224159,2
7.9957047,8
8.042607,8
4.9434686,5
0.0,0
5.9750805,6
0.0,0
0.0,0
2.0224159,2
8.999288,9
0.0,0
4.0082426,4
6.9859324,7
6.9799776,7
0.9561498,1
4.9434686,5
6.9633512,7
9.14299,9
3.9934695,4
6.0079823,6
1.0548701,1
4.1888638,5
6.9699554,7
5.990942,6
4.9434686,5
0.0,0
3.9975247,4
8.991974,8
6.945921,7
5.952289,6
1.0117416,1
8.005657,8
6.970689,7
2.9384432,3
6.965581,7
2.9384272,3
0.9677924,1
0.0,0
2.9389043,3
3.9957507,4
4.9434686,5
3.9899416,4
0.0,0
4.9434686,5
3.9877872,4
0.0,0
2.9391675,3
4.9434686,5
0.97970045,1
0.0,0
7.889038,8
2.9364867,3
6.951494,7
0.0,0
9.029279,9
5.989975,6
5.9914174,6
8.730274,9
4.9434686,5
3.9954774,4
6.0024285,6
8.9066725,9
2.9376495,3
4.9434686,5
3.8977733,4
2.0224159,2
4.0144725,4
7.979993,8
4.4255877,7
6.937002,7
4.9434686,5
7.9602356,8
8.108904,8
8.072361,8
2.936459,2
6.003476,6
8.899384,9
2.9387271,3
1.0357215,1
0.0,0
3.991825,4
0.9902277,1
4.9434686,5
9.023258,9
0.0,0
6.0094695,6
2.0224159,2
4.9434686,1
2.9394064,3
0.0,0
7.880723,6
0.0,0
0.0,0
7.992878,8
2.9396513,3
2.0224159,2
0.0,0
0.0,0
5.974412,6
0.0,0
0.0,0
3.7923715,4
6.9736547,7
2.0224159,2
6.9788923,7
0.9703239,1
8.917916,9
9.029972,9
2.9381194,3
9.08402,9
8.146546,8
3.9928436,4
5.970499,6
5.9894924,6
4.9434686,5
2.9387314,3
8.038436,8
1.0163472,1
8.000462,8
6.954571,7
1.0049669,1
2.9373848,3
6.980873,7
6.007398,6
2.9385242,3
5.8807087,6
2.9384947,3
5.98267,6
2.938639,3
2.0224159,2
2.9387274,3
2.0224159,2
2.0224159,2
6.945718,7
8.982746,9
2.0224159,2
4.4255877,3
2.0224159,2
6.9684525,7
4.9434686,5
4.9434686,5
8.005918,8
8.908103,8
2.0224159,2
0.0,0
0.9516294,1
3.952684,4
0.0,0
5.9920387,6
2.9371507,3
6.9375324,7
1.0505838,1
1.0038209,1
1.0098137,1
3.9927616,4
6.9662256,7
0.0,0
2.0224159,2
8.976948,9
2.0224159,2
0.0,0
4.9434686,5
5.953017,6
0.0,0
7.4362335,8
9.0654,9
5.9328446,6
2.0224159,2
0.0,0
0.0,0
6.9790735,7
2.0224159,2
0.0,0
3.9960327,4
2.0224159,2
0.0,0
9.053624,9
1.0252043,1
6.011035,6
8.934064,9
2.9389005,3
0.0,0
0.0,0
2.0224159,2
0.0,0
4.9434686,6
8.0492,8
3.9928765,4
0.0,0
6.9474154,7
2.0224159,2
0.96414554,1
4.058914,9
4.9434686,5
2.0224159,2
3.779036,4
8.06008,8
4.9434686,5
2.0224159,2
9.138315,9
6.984745,7
8.926471,9
2.0224159,2
8.924024,9
6.952121,7
3.9925942,4
8.976909,9
4.943385,3
2.0224159,2
6.95325,7
2.938716,3
5.9707212,6
2.9366112,3
5.9786587,6
8.159478,8
7.9379063,8
2.9384866,3
6.952277,7
0.0,0
9.013059,9
2.0224159,2
6.9584503,7
9.106887,9
0.0,0
7.4283504,5
3.9913678,4
4.9434686,5
8.031336,8
3.9956083,4
2.938956,3
2.9380329,3
0.961179,1
6.9724474,7
7.9877243,8
9.165335,9
6.9532995,7
6.001436,6
2.0224159,2
1.0473464,1
6.961458,7
0.0,0
4.9434686,5
5.9639606,6
5.9949493,5
2.0224159,2
8.941273,9
4.9434686,5
3.8476543,4
6.0054746,6
2.0224159,2
2.0224159,2
2.0224159,2
8.976007,9
0.0,0
6.991729,7
6.9830904,7
2.9393196,2
2.0224159,2
5.9950514,6
2.9384139,3
3.8336086,4
2.0224159,2
0.0,0
4.9434686,5
8.980944,9
5.952669,6
2.0224159,2
1.0067035,1
9.011481,9
0.0,0
6.008193,6
0.0,0
3.9919634,4
5.9803643,8
3.992665,4
2.9387367,3
0.96392107,1
4.9434686,5
3.9957588,4
2.0224159,2
8.920875,9
6.006298,5
6.955141,7
2.938439,3
0.9731827,1
4.9434686,5
4.013896,4
4.9434686,5
2.936719,3
6.9703064,7
2.9392111,3
8.021721,8
5.95844,6
2.0224159,2
4.014537,4
5.941107,6
0.9305811,1
0.97780097,1
3.9931517,4
0.0,0
0.0,0
4.9434686,5
8.013857,8
6.009902,6
6.970522,7
3.9931648,4
2.0224159,2
7.9866734,8
0.0,0
2.0224159,2
5.079488,5
3.8483744,4
8.083472,8
2.938126,3
0.0,0
5.931546,6
4.01343,4
7.8852034,8
5.9458265,6
3.9927292,4
0.98096585,1
7.9909,8
1.0182477,1
4.9434686,5
3.9936912,4
8.899706,9
3.7738926,4
2.9378312,3
2.0224159,2
0.0,0
5.9377966,5
0.0,0
6.945466,7
8.901984,9
2.0224159,2
8.874959,9
7.567333,8
8.907653,9
4.9434686,6
4.4255877,5
2.0224159,2
3.9952486,4
3.996936,4
5.970378,6
4.003493,4
8.0102,8
4.012795,4
1.0142522,1
6.9674435,7
4.8337574,5
7.998619,8
8.926259,9
4.9434686,5
9.0715685,9
2.9382663,3
2.0224159,2
4.9434686,5
8.000866,8
2.0224159,2
2.0224159,2
6.9707003,7
2.0224159,2
8.113594,8
3.9925098,4
4.9434686,1
9.077019,9
2.9386594,3
6.007365,6
0.0,0
2.0224159,2
2.0224159,2
3.845112,9
1.0197582,1
2.0224159,2
6.989456,7
2.0224159,2
1.0350244,1
2.9383764,3
3.9951954,4
9.074473,9
0.9584192,1
8.000953,8
0.0,0
2.0224159,2
2.0224159,2
2.937725,3
3.9925466,4
1.041681,1
2.938076,3
6.9566383,7
3.9915886,4
2.080141,1
3.9996593,4
0.963127,1
4.9434686,5
8.141889,9
6.0036244,6
8.96437,9
0.0,0
4.9434686,5
6.947892,7
5.909937,6
8.0518055,8
2.0224159,2
0.0,0
6.974931,7
2.9385242,3
4.9434686,5
8.048809,8
2.0224159,2
8.026874,8
2.0224159,2
3.9917355,4
7.989462,8
4.9434686,5
7.970957,8
8.954875,9
6.972294,7
1.0554338,1
2.0224159,2
3.996236,4
4.9434686,5
4.9434686,5
0.97220063,1
7.8910456,8
1.039653,1
3.9922776,4
3.9951482,4
