prediction,actual,denormalized prediction,denormalized actual,%error
-0.07083344,-0.09632439570193843,588.5071092710992,455.0,29.34222181782401
-0.06707449,-0.056610260560809665,608.1943180695121,663.0,8.2663170332561
0.09437408,0.222343352137215,1453.7699197128773,2124.0,31.55508852575907
-0.097206905,-0.10128866259457953,450.3779168535838,429.0,4.983197401767791
-0.12222404,-0.10014306254243159,319.35242607248153,435.0,26.585649178739878
-0.08719572,-0.09861559580623433,502.8108161038423,443.0,13.501312890257852
-0.11277812,-0.1180907966927494,368.8247732614086,341.0,8.159757554665282
0.09444535,0.11293854715708625,1454.1431641271524,1551.0,6.244799218107516
-0.0830358,-0.13451106410686994,524.598105183223,255.0,105.72474713067568
0.04755611,0.05069427765704788,1208.564065357356,1225.0,1.341708950419922
-0.0036221768,0.0600500114162561,940.5213756528134,1274.0,26.17571619679644
0.030191148,0.032173743480656096,1117.6162935206573,1128.0,0.9205413545516546
-0.033735804,0.029500676692310893,782.8033620449514,1114.0,29.73039838016594
-0.11313652,-0.13355639739674666,366.9476640816607,260.0,41.13371695448489
0.09311838,0.08678067929970816,1447.193247774237,1414.0,2.347471554047884
-0.13956009,-0.14291213115595489,228.55608845017923,211.0,8.320421066435655
-0.0037745836,0.2590025538059493,939.7231559874155,2316.0,59.42473419743457
-0.041756593,-0.04362679330313295,740.7950446598622,731.0,1.3399513898580357
0.02192369,0.06826014512331638,1074.3160587863144,1317.0,18.42702666770581
-0.11330151,-0.13527479747496857,366.08356326517276,251.0,45.850025205248116
-0.0654164,-0.09040546209917405,616.8784454270498,486.0,26.92972128128596
-0.07085611,-0.0587105273230809,588.388365648241,652.0,9.756385636772851
-0.051747248,-0.10243426264672748,688.4696897489391,423.0,62.75879190282249
0.046008203,0.038856410451519115,1200.4570132764002,1163.0,3.2207234115563352
0.23624851,0.2912702886081164,2196.8272799872248,2485.0,11.596487726872242
-0.021642925,0.061768411494478016,846.1389686697372,1283.0,34.04996347079211
0.038430583,0.032555610164705415,1160.7697571569145,1130.0,2.7229873590189793
-0.013112376,-0.050691326958045284,890.8171201295504,694.0,28.359815580626858
-0.036102127,-0.012886525237163085,770.4099110167444,892.0,13.631175894983807
0.13444372,0.26186655393631914,1663.6318108173368,2331.0,28.6301239460602
0.01426476,0.0991913465313109,1034.2029518619634,1479.0,30.074174992429793
0.018936295,0.016899076118683493,1058.6697914676263,1048.0,1.0181098728651032
0.024470668,0.011934809226042396,1087.6556834291614,1022.0,6.424235169193874
0.1700225,0.2500286867307904,1849.973216407032,2269.0,18.46746512088885
-0.081912644,-0.04820919351172473,530.480538609122,707.0,24.967391993052043
-0.060459886,-0.08276812841818774,642.8378578376646,526.0,22.21252050145715
-0.12787706,-0.077612928183522,289.74514947394516,553.0,47.60485542966634
-0.09870761,-0.13031053058232747,442.5180879808498,277.0,59.75382237575806
-0.008971111,0.04382067734416021,912.5067081423088,1189.0,23.254271813094302
-0.025532898,0.10759241358039583,825.7655110913405,1523.0,45.78033413714114
0.037085023,0.09365427961259583,1153.7224811789479,1450.0,20.432932332486352
-0.057170905,0.027209476588015,660.0636631293931,1102.0,40.10311586847612
-0.04565319,0.07379721204203145,720.3868868623966,1346.0,46.479428910668894
-0.12757269,-0.11389026316820693,291.33927187979623,363.0,19.741247416034096
-0.07900826,-0.07646732813137405,545.69205325342,559.0,2.3806702587799644
0.12064531,0.09900041318928623,1591.3636146816634,1478.0,7.670068652345292
-0.10286234,-0.1167542632985768,420.7579581395597,348.0,20.907459235505666
-0.121739574,-0.11159906306391104,321.8897856954636,375.0,14.162723814543035
0.02064445,0.049166810920850616,1067.6161361960812,1217.0,12.274762843378697
-0.024807326,-0.015941458709557606,829.5656387089016,876.0,5.300726174782923
0.22618373,0.11408414720923418,2144.113696254804,1557.0,37.708008751111365
0.07503644,0.13126814799145337,1352.490350319012,1647.0,17.881581644261573
-0.020931572,-0.062147327479524735,849.8646327584388,634.0,34.048049330984036
-0.109876975,-0.11350839648415761,384.0193133819,365.0,5.210770789561649
-0.013536881,-0.026824659204963085,888.5938087079364,819.0,8.49741254065158
-0.043621916,0.49041376433983425,731.0255428369975,3528.0,79.27932134815767
-0.069594294,0.05126707768312185,594.9970355398038,1228.0,51.54747267591174
0.04647846,0.31456415633512463,1202.9199581478902,2607.0,53.858076020410806
-0.038739655,-0.05050039361602062,756.5960435429733,695.0,8.862740078125661
-0.068030424,-0.09307852888751926,603.1876920282434,472.0,27.794002548356655
-0.048889667,-0.08276812841818774,703.4360688563343,526.0,33.73309293846659
-0.021416193,-0.045536126723379526,847.3264634311603,721.0,17.52100741070184
-0.098366775,-0.08544119520653295,444.3031835349981,512.0,13.222034465820688
-0.078328386,-0.04572706006540418,549.2528400853088,720.0,23.71488332148489
-0.13279599,-0.14997666481086722,263.98258300664554,174.0,51.71412816473882
-0.108849965,-0.09193292883537131,389.39820829009864,478.0,18.535939688263884
-0.09413596,-0.03274359280772747,466.46176593396336,788.0,40.80434442462394
0.033953033,0.008307075727573903,1137.3189062116512,1003.0,13.391715474740899
-0.13691732,-0.14214839778785626,242.39738831529735,214.9999999999999,12.742971309440687
-0.058548775,-0.01708705876170555,652.8471687089275,870.0,24.960095550697993
-0.01911339,-0.027779325915086375,859.3872333037059,814.0,5.575827187187457
-0.09720757,-0.06157452745345076,450.37444390503487,637.0,29.29757552511227
-0.15617085,-0.17231586582775213,141.55841512441998,57.000000000000114,148.34809670950824
-0.09461283,-0.07073932787063432,463.9642086426657,589.0,21.228487497000728
0.122455955,0.2511742867829383,1600.846754336817,2275.0,29.633109699480574
-0.010785879,-0.05966519403320419,903.0019893798793,647.0,39.56754086242339
0.017712804,0.12764041449298488,1052.261840442339,1628.0,35.364751815581144
0.04711838,0.26301215398846706,1206.2714900742326,2337.0,48.38376165707178
-0.013654549,-0.05450999379853843,887.9775310612874,674.0,31.747408169330484
0.07919142,0.044011610686184865,1374.2517678827978,1190.0,15.483341838890574
0.08204223,0.04420254402820952,1389.1827151106152,1191.0,16.640026457650308
-0.07801535,-0.033316392833801445,550.8923449536587,785.0,29.82263121609443
-0.092064865,-0.0839137284703357,477.3089939309688,520.0,8.209808859429073
-0.12687987,-0.14157559776178227,294.9678397412297,218.0,35.30634850515123
-0.11589643,-0.14081186439368365,352.4928229801967,222.0,58.780550891980496
0.03371691,0.04668467747453007,1136.082224353083,1204.0,5.641011266355242
0.2239227,0.15704414916478213,2132.271722140841,1782.0,19.656101130238
-0.060906917,0.04095667721379034,640.4965637201217,1174.0,45.443222851778394
-0.14643507,-0.11904546340287268,192.5488700700597,336.0,42.693788669625086
-0.0937526,-0.09346039557156857,468.4695984579686,470.0,0.32561734936838876
-0.0970244,-0.11713612998262611,451.33375814241475,346.0,30.443282700119873
-0.08985433,-0.10319799601482611,488.8865166705941,419.0,16.679359587253966
0.09687774,0.15322548232428898,1466.8826417987034,1762.0,16.74899876284317
0.25667864,0.2637758873565657,2303.8286686920746,2341.0,1.5878398679165038
-0.08924541,-0.10568012946114666,492.07569800774763,406.0,21.200910839346708
-0.034078185,-0.06940279447646172,781.010169447838,596.0,31.041974739570144
-0.10900585,-0.10014306254243159,388.58175320595046,435.0,10.67086133196541
-0.05704151,0.028355076640162947,660.7413563591595,1108.0,40.36630357769319
0.22559403,0.35599669155447533,2141.0251914036753,2824.0,24.184660361059656
-0.073032506,-0.03637132630619597,576.9896412260448,769.0,24.96883729180172
-0.010559989,0.16544521621386707,904.1850697895654,1826.0,50.48274535654078
-0.09758393,-0.0699755945025357,448.40329196120933,593.0,24.383930529307026
0.26407716,0.21107828495776024,2342.5778775063063,2065.0,13.442027966407085
-0.044427097,-0.05851959398105624,726.8084662840963,653.0,11.302981054226082
0.24202795,0.1765193500512972,2227.0967191017917,1884.0,18.21107850858767
-0.04450312,0.005634008939228697,726.4103063906247,989.0,26.55103069862238
-0.05872258,-0.10319799601482611,651.9368659701706,419.0,55.593524097892754
-0.0816607,0.00047880870456294325,531.800063948245,962.0,44.719328071908
-0.1351097,-0.13680226421116584,251.86472410345868,243.0,3.6480346104768246
-0.09574256,-0.11198092974796035,458.0473188845339,373.0,22.800889781376387
-0.11983411,-0.10988066298568912,331.8695179712198,384.0,13.575646361661509
0.18841878,0.34244042427072463,1946.3224085401298,2753.0,29.301765036682536
0.053933974,0.11484788057733282,1241.967684449754,1561.0,20.437688376056762
0.014955816,-0.08677772860070555,1037.8223105564582,505.0,105.50936842702143
-0.0005912816,-0.011359058500965824,956.3954768713788,900.0,6.266164096819871
0.22784312,0.22081588540101776,2152.8046524437577,2116.0,1.7393503045254128
-0.025912264,-0.06653879434609186,823.7786040578899,611.0,34.8246487819787
-0.09829263,0.002388142124809519,444.6915294221769,972.0,54.24984265203941
-0.12731671,-0.06787532774026446,292.6799080634695,604.0,51.543061578895774
