prediction,actual,denormalized prediction,denormalized actual,%error
-0.04899606,-0.09632439570193843,702.8788362127536,455.0,54.4788651017041
-0.06326585,-0.056610260560809665,628.1418028996254,663.0,5.257646621474296
0.10641853,0.222343352137215,1516.8518547614897,2124.0,28.58512924851744
-0.1325817,-0.10128866259457953,265.10493071635597,429.0,38.203978853996276
-0.0760983,-0.10014306254243159,560.9327562742867,435.0,28.950058913629128
-0.056258176,-0.09861559580623433,664.8440207194152,443.0,50.07765704727205
-0.08688442,-0.1180907966927494,504.44122887093494,341.0,47.92997914103664
0.116376735,0.11293854715708625,1569.0072693248783,1551.0,1.1610102723970521
-0.06386639,-0.13451106410686994,624.9965211930062,255.0,145.09667497764949
0.087741226,0.05069427765704788,1419.0307958158417,1225.0,15.83924863802789
0.026976861,0.0600500114162561,1100.781692469829,1274.0,13.596413463906668
0.034962267,0.032173743480656096,1142.6046948812234,1128.0,1.294742454009166
-0.03444268,0.029500676692310893,779.1011403589551,1114.0,30.06273425862162
-0.093608886,-0.13355639739674666,469.2222917676342,260.0,80.47011221832085
0.12074978,0.08678067929970816,1591.9107796766414,1414.0,12.582091914896843
-0.11305655,-0.14291213115595489,367.3665250897975,211.0,74.10735786246327
0.0010247654,0.2590025538059493,964.8594100841864,2316.0,58.3394037096638
-0.04877421,-0.04362679330313295,704.0407716337324,731.0,3.687992936561909
0.057657238,0.06826014512331638,1261.4680173987194,1317.0,4.216551450362989
-0.091352835,-0.13527479747496857,481.0381992565335,251.0,91.64868496276236
-0.032504335,-0.09040546209917405,789.2530957630337,486.0,62.39775632984232
-0.05429901,-0.0587105273230809,675.1050032947937,652.0,3.54371216177818
-0.047653887,-0.10243426264672748,709.9083767399845,423.0,67.82703941843606
0.036357645,0.038856410451519115,1149.9128907521383,1163.0,1.125288843324307
0.32106858,0.2912702886081164,2641.066488937334,2485.0,6.28034160713617
0.038354196,0.061768411494478016,1160.3696851906461,1283.0,9.558091567369749
0.07127338,0.032555610164705415,1332.781601435217,1130.0,17.94527446329354
0.014555688,-0.050691326958045284,1035.726669015911,694.0,49.24015403687479
-0.07800503,-0.012886525237163085,550.9463902765831,892.0,38.23470961024854
0.1532019,0.26186655393631914,1761.876452420272,2331.0,24.41542460659494
0.045017615,0.0991913465313109,1195.268876896083,1479.0,19.1839839826854
-0.010363379,0.016899076118683493,905.2148039120589,1048.0,13.624541611444766
0.044719603,0.011934809226042396,1193.708059676597,1022.0,16.801180007494818
0.17056207,0.2500286867307904,1852.7991819566191,2269.0,18.342918380052044
-0.073374644,-0.04820919351172473,575.1977168404801,707.0,18.642472865561512
-0.04363817,-0.08276812841818774,730.940416575655,526.0,38.96205638320438
-0.089133576,-0.077612928183522,492.6614166338082,553.0,10.911136232584415
-0.09928112,-0.13031053058232747,439.5143777049665,277.0,58.66945043500594
0.0063104113,0.04382067734416021,992.5426097760402,1189.0,16.522909186203517
-0.002860414,0.10759241358039583,944.5110545584159,1523.0,37.98351578736599
0.07322811,0.09365427961259583,1343.0193854947265,1450.0,7.377973414156791
-0.052038033,0.027209476588015,686.9467237664472,1102.0,37.663636681810594
-0.047734827,0.07379721204203145,709.4844623965995,1346.0,47.28941586949484
-0.096832365,-0.11389026316820693,452.33954745532014,363.0,24.611445579978
-0.06693229,-0.07646732813137405,608.9390899347347,559.0,8.933647573297806
0.12874411,0.09900041318928623,1633.780530316818,1478.0,10.53995468990649
-0.10105166,-0.1167542632985768,430.2412929041823,348.0,23.632555432236284
-0.081360094,-0.11159906306391104,533.374480297723,375.0,42.233194746059475
0.06539728,0.049166810920850616,1302.0059312922765,1217.0,6.984875208897002
-0.0069218064,-0.015941458709557606,923.2397970999255,876.0,5.392670901817974
0.1479154,0.11408414720923418,1734.1887798438406,1557.0,11.380140002815711
0.08028971,0.13126814799145337,1380.003985249059,1647.0,16.211051290281784
0.015792113,-0.062147327479524735,1042.2023571711125,634.0,64.3852298377149
-0.0623936,-0.11350839648415761,632.7101740515348,365.0,73.34525316480403
0.14809665,-0.026824659204963085,1735.1381044764057,819.0,111.86057441714357
-0.031192984,0.49041376433983425,796.1212027155801,3528.0,77.43420627223412
-0.04787822,0.05126707768312185,708.7334470283677,1228.0,42.285549916256706
0.07036627,0.31456415633512463,1328.0306858640731,2607.0,49.05904542140111
-0.050337892,-0.05050039361602062,695.8510906926381,695.0,0.12245909246591097
0.0091250725,-0.09307852888751926,1007.284200825285,472.0,113.40766966637395
-0.025557425,-0.08276812841818774,825.637051016924,526.0,56.96521882451028
0.0047282735,-0.045536126723379526,984.2562740428513,721.0,36.512659367940536
-0.044861957,-0.08544119520653295,724.5309144300891,512.0,41.50994422462677
-0.021078648,-0.04572706006540418,849.0943308191922,720.0,17.929768169332256
-0.05798285,-0.14997666481086722,655.8111546969141,174.0,276.90296246949083
-0.05858334,-0.09193292883537131,652.6661266326045,478.0,36.54103067627708
-0.054638527,-0.03274359280772747,673.3268146158496,788.0,14.552434693420105
0.0043411776,0.008307075727573903,982.2288866723114,1003.0,2.070898636858282
-0.09097976,-0.14214839778785626,482.99214254518967,214.9999999999999,124.64750816055346
-0.044013087,-0.01708705876170555,728.9768153682813,870.0,16.209561451921687
0.009791547,-0.027779325915086375,1010.7748165366331,814.0,24.173810385335763
-0.07576505,-0.06157452745345076,562.6781275405381,637.0,11.66748390258429
-0.104887955,-0.17231586582775213,410.1489588042531,57.000000000000114,619.5595768495654
-0.06197715,-0.07073932787063432,634.8912832949951,589.0,7.791389353988983
0.14273547,0.2511742867829383,1707.059276436441,2275.0,24.96442740938721
0.01931599,-0.05966519403320419,1060.6584154644045,647.0,63.934840102690025
0.11672046,0.12764041449298488,1570.807505373824,1628.0,3.5130524954653617
0.08728761,0.26301215398846706,1416.6550258551192,2337.0,39.38147086627646
0.057947766,-0.05450999379853843,1262.989637125875,674.0,87.38718651719215
