prediction,actual,denormalized prediction,denormalized actual,%error
-0.06333083,-0.09632439570193843,627.8014929637245,455.0,37.97835010191747
-0.04978735,-0.056610260560809665,698.7345159808579,663.0,5.389821414910687
0.10661511,0.222343352137215,1517.881447429618,2124.0,28.536655017437944
-0.085820764,-0.10128866259457953,510.01203345288206,429.0,18.88392388179069
-0.108308524,-0.10014306254243159,392.2339683350317,435.0,9.831271647119149
0.073227234,-0.09861559580623433,1343.0147809112573,443.0,203.1636074291777
-0.07301922,-0.1180907966927494,577.0592172627047,341.0,69.22557690988408
0.1358075,0.11293854715708625,1670.774534347558,1551.0,7.7224071146072255
-0.05758371,-0.13451106410686994,657.9016355920049,255.0,158.0006414086294
0.08753507,0.05069427765704788,1417.9510600141698,1225.0,15.751106939932228
0.037505314,0.0600500114162561,1155.9237257196132,1274.0,9.268153397204614
0.009796624,0.032173743480656096,1010.8014050795267,1128.0,10.389946358197987
-0.017812302,0.029500676692310893,866.2015875975316,1114.0,22.244022657313145
-0.1090698,-0.13355639739674666,388.246828291395,260.0,49.32570318899807
0.11977688,0.08678067929970816,1586.8153007831716,1414.0,12.221732728654281
-0.12736815,-0.14291213115595489,292.4105009086179,211.0,38.58317578607483
0.02236591,0.2590025538059493,1076.6321545159308,2316.0,53.51329211934669
-0.021682616,-0.04362679330313295,845.9310892859477,731.0,15.722447234739764
0.052532297,0.06826014512331638,1234.6264955676243,1317.0,6.254632075351233
-0.07442723,-0.13527479747496857,569.6848597708381,251.0,126.96607958997535
-0.033276066,-0.09040546209917405,785.2112080023842,486.0,61.56609218156053
-0.05748038,-0.0587105273230809,658.4428107262835,652.0,0.9881611543379574
-0.040220976,-0.10243426264672748,748.8377301269813,423.0,77.03019624751332
0.0673722,0.038856410451519115,1312.3494646840063,1163.0,12.841742449183691
0.38720322,0.2912702886081164,2987.441988011863,2485.0,20.2189934813627
0.032565076,0.061768411494478016,1130.0495761469692,1283.0,11.921311290181666
0.06423021,0.032555610164705415,1295.893502824272,1130.0,14.680840957900177
-0.018232107,-0.050691326958045284,864.0028892354371,694.0,24.496093549774802
-0.05040218,-0.012886525237163085,695.5143902819143,892.0,22.027534721758485
0.19422968,0.26186655393631914,1976.756598090355,2331.0,15.197057138980908
0.05700331,0.0991913465313109,1258.0431243120179,1479.0,14.939612960647878
0.049699087,0.016899076118683493,1219.7877570748756,1048.0,16.391961552946142
0.053630073,0.011934809226042396,1240.3760204232128,1022.0,21.367516675461136
0.20527676,0.2500286867307904,2034.6149063462315,2269.0,10.329885132382923
-0.061822526,-0.04820919351172473,635.7011241681428,707.0,10.084706624025069
-0.05193036,-0.08276812841818774,687.5106486648159,526.0,30.705446514223556
-0.059675995,-0.077612928183522,646.9434293290091,553.0,16.98796190397994
-0.08700902,-0.13031053058232747,503.78862671888726,277.0,81.87315044003151
0.044491958,0.04382067734416021,1192.5157847331825,1189.0,0.2956925763820437
-0.023975607,0.10759241358039583,833.9217112475475,1523.0,45.244798998847834
0.084987335,0.09365427961259583,1404.6074844045747,1450.0,3.13051831692588
-0.058375064,0.027209476588015,653.7569641630648,1102.0,40.67541160044784
-0.056289803,0.07379721204203145,664.6783727801995,1346.0,50.6182486790342
-0.08763926,-0.11389026316820693,500.48780374354857,363.0,37.875428028525775
-0.046497587,-0.07646732813137405,715.9644185714361,559.0,28.0795024278061
0.13294186,0.09900041318928623,1655.7659335510625,1478.0,12.027465057582038
-0.08008152,-0.1167542632985768,540.0709104284604,348.0,55.19279035300585
-0.10172681,-0.11159906306391104,426.70524595296797,375.0,13.788065587458126
0.12528282,0.049166810920850616,1615.6522851979348,1217.0,32.756966737710336
-0.011905445,-0.015941458709557606,897.1383401181121,876.0,2.413052524898638
0.21666692,0.11408414720923418,2094.270094768186,1557.0,34.506749824546304
0.08112209,0.13126814799145337,1384.3635502472007,1647.0,15.946353961918597
0.168891,-0.062147327479524735,1844.0470394381741,634.0,190.85915448551643
-0.09340777,-0.11350839648415761,470.27560974719796,365.0,28.842632807451494
0.112361096,-0.026824659204963085,1547.9756392190927,819.0,89.00801455666578
-0.0025136825,0.49041376433983425,946.3270371609475,3528.0,73.17667128228608
-0.03323911,0.05126707768312185,785.4047565956727,1228.0,36.04195793194848
0.06975962,0.31456415633512463,1324.853406204531,2607.0,49.180920360393905
-0.022546578,-0.05050039361602062,841.4061495018469,695.0,21.06563302184848
0.01200865,-0.09307852888751926,1022.3867370756503,472.0,116.60735954992592
-0.032933127,-0.08276812841818774,787.0073272415332,526.0,49.621164874816195
0.10147199,-0.045536126723379526,1490.9447121776307,721.0,106.78844829093353
-0.03962827,-0.08544119520653295,751.9419803122614,512.0,46.86366802973856
-0.035522066,-0.04572706006540418,773.447941048232,720.0,7.423325145587777
-0.062809125,-0.14997666481086722,630.5338840119597,174.0,262.37579540917227
